"","season","team","Clutch_Shots_Attempted","Clutch_Shots_Made","Clutch_FG_Percentage"
"1370",2020,"Wisconsin Parkside",3,0,0
"1371",2021,"Albany",3,3,100
"1372",2021,"Texas Southern",1,1,100
"1373",2021,"UC Davis",1,1,100
"1374",2021,"Westmont",2,2,100
"1375",2022,"Bellarmine",2,2,100
"1376",2022,"Jarvis Christian",1,1,100
"1377",2022,"Molloy",1,1,100
"1378",2023,"Mercyhurst",1,1,100
"1379",2023,"South Carolina State",2,2,100
"1380",2024,"UNC Wilmington",5,5,100
"1381",2021,"Southern",7,6,85.7
"1382",2023,"Vanderbilt",13,11,84.6
"1383",2021,"Nicholls",9,7,77.8
"1384",2023,"TCU",9,7,77.8
"1385",2021,"Fairfield",4,3,75
"1386",2021,"Fairleigh Dickinson",8,6,75
"1387",2021,"Florida",8,6,75
"1388",2021,"Washington",4,3,75
"1389",2024,"Texas Tech",4,3,75
"1390",2024,"Arizona State",7,5,71.4
"1391",2022,"Wisconsin",10,7,70
"1392",2024,"Fairleigh Dickinson",13,9,69.2
"1393",2024,"Harvard",13,9,69.2
"1394",2021,"Bucknell",3,2,66.7
"1395",2021,"Eastern Kentucky",9,6,66.7
"1396",2021,"Elon",3,2,66.7
"1397",2021,"Fordham",9,6,66.7
"1398",2021,"Niagara",3,2,66.7
"1399",2021,"Providence",3,2,66.7
"1400",2021,"UConn",12,8,66.7
"1401",2021,"Virginia",3,2,66.7
"1402",2022,"Cleveland State",6,4,66.7
"1403",2022,"Florida A&M",6,4,66.7
"1404",2022,"Grambling",6,4,66.7
"1405",2022,"Northern Arizona",12,8,66.7
"1406",2023,"Nicholls",3,2,66.7
"1407",2024,"Colorado",6,4,66.7
"1408",2024,"Gettysburg",3,2,66.7
"1409",2024,"Michigan State",9,6,66.7
"1410",2024,"South Dakota",9,6,66.7
"1411",2024,"Western Colorado",3,2,66.7
"1412",2024,"Milwaukee",23,15,65.2
"1413",2023,"Tennessee Tech",14,9,64.3
"1414",2024,"Utah State",14,9,64.3
"1415",2022,"Hawai'i",11,7,63.6
"1416",2024,"Yale",11,7,63.6
"1417",2023,"Prairie View A&M",16,10,62.5
"1418",2024,"Pacific",8,5,62.5
"1419",2021,"Bowling Green",13,8,61.5
"1420",2021,"Charleston Southern",13,8,61.5
"1421",2023,"UConn",13,8,61.5
"1422",2024,"Oral Roberts",18,11,61.1
"1423",2021,"Missouri State",5,3,60
"1424",2021,"Seton Hall",20,12,60
"1425",2023,"Delaware State",5,3,60
"1426",2023,"Oregon",25,15,60
"1427",2023,"Western Carolina",10,6,60
"1428",2023,"Winthrop",10,6,60
"1429",2024,"Cleveland State",5,3,60
"1430",2024,"Loyola Chicago",20,12,60
"1431",2024,"Marshall",10,6,60
"1432",2022,"Texas Tech",27,16,59.3
"1433",2023,"Arkansas-Pine Bluff",17,10,58.8
"1434",2021,"Little Rock",12,7,58.3
"1435",2022,"Columbia",12,7,58.3
"1436",2024,"Ole Miss",12,7,58.3
"1437",2021,"Montana",19,11,57.9
"1438",2022,"IUPUI",19,11,57.9
"1439",2024,"Binghamton",19,11,57.9
"1440",2021,"Abilene Christian",7,4,57.1
"1441",2021,"Eastern Washington",7,4,57.1
"1442",2021,"Illinois State",14,8,57.1
"1443",2021,"Northwestern",7,4,57.1
"1444",2021,"Winthrop",7,4,57.1
"1445",2021,"Wisconsin",7,4,57.1
"1446",2022,"Bowling Green",7,4,57.1
"1447",2022,"Eastern Washington",7,4,57.1
"1448",2022,"Green Bay",7,4,57.1
"1449",2022,"Marquette",14,8,57.1
"1450",2023,"Bowling Green",7,4,57.1
"1451",2024,"Dayton",14,8,57.1
"1452",2024,"Le Moyne",7,4,57.1
"1453",2024,"Portland State",7,4,57.1
"1454",2024,"Queens University",21,12,57.1
"1455",2024,"Wagner",14,8,57.1
"1456",2021,"Bellarmine",16,9,56.2
"1457",2023,"Texas",16,9,56.2
"1458",2022,"Grand Canyon",25,14,56
"1459",2021,"IUPUI",9,5,55.6
"1460",2021,"Idaho State",9,5,55.6
"1461",2021,"Iowa State",9,5,55.6
"1462",2021,"Milwaukee",9,5,55.6
"1463",2021,"Samford",9,5,55.6
"1464",2022,"Jacksonville State",9,5,55.6
"1465",2023,"Loyola Chicago",9,5,55.6
"1466",2023,"Oklahoma",9,5,55.6
"1467",2024,"San Francisco",9,5,55.6
"1468",2021,"Green Bay",11,6,54.5
"1469",2021,"SE Louisiana",11,6,54.5
"1470",2022,"Oral Roberts",11,6,54.5
"1471",2022,"South Dakota State",11,6,54.5
"1472",2023,"Texas A&M",11,6,54.5
"1473",2023,"Western Illinois",11,6,54.5
"1474",2024,"Chicago State",11,6,54.5
"1475",2024,"Northern Kentucky",11,6,54.5
"1476",2022,"Albany",13,7,53.8
"1477",2022,"Oakland",13,7,53.8
"1478",2022,"UNC Asheville",13,7,53.8
"1479",2024,"Cal State Northridge",26,14,53.8
"1480",2024,"Fresno State",13,7,53.8
"1481",2024,"George Mason",13,7,53.8
"1482",2024,"Iona",13,7,53.8
"1483",2023,"NJIT",28,15,53.6
"1484",2021,"Hawai'i",15,8,53.3
"1485",2021,"South Alabama",15,8,53.3
"1486",2022,"Nicholls",15,8,53.3
"1487",2022,"Siena",15,8,53.3
"1488",2023,"Idaho",30,16,53.3
"1489",2023,"San Diego State",19,10,52.6
"1490",2024,"Oklahoma",19,10,52.6
"1491",2021,"Toledo",21,11,52.4
"1492",2024,"Akron",23,12,52.2
"1493",2024,"Minnesota",23,12,52.2
"1494",2024,"Cal State Bakersfield",25,13,52
"1495",2024,"Bradley",27,14,51.9
"1496",2021,"Alabama A&M",2,1,50
"1497",2021,"American University",2,1,50
"1498",2021,"Arkansas-Pine Bluff",6,3,50
"1499",2021,"BYU",6,3,50
"1500",2021,"Belmont",20,10,50
"1501",2021,"Cal State Bakersfield",6,3,50
"1502",2021,"Cleveland State",10,5,50
"1503",2021,"Detroit Mercy",2,1,50
"1504",2021,"Fresno Pacific",2,1,50
"1505",2021,"Holy Cross",2,1,50
"1506",2021,"Montana State",8,4,50
"1507",2021,"North Carolina A&T",4,2,50
"1508",2021,"Oral Roberts",8,4,50
"1509",2021,"Penn State",12,6,50
"1510",2021,"Rice",8,4,50
"1511",2021,"Saint Louis",10,5,50
"1512",2021,"South Dakota",6,3,50
"1513",2021,"South Dakota State",6,3,50
"1514",2021,"UC Riverside",10,5,50
"1515",2021,"UT Arlington",6,3,50
"1516",2021,"UT Rio Grande Valley",8,4,50
"1517",2021,"Valparaiso",18,9,50
"1518",2021,"Western Illinois",8,4,50
"1519",2021,"Young Harris College",2,1,50
"1520",2022,"Little Rock",16,8,50
"1521",2022,"Mercer",6,3,50
"1522",2022,"Miami",14,7,50
"1523",2022,"Morehead State",6,3,50
"1524",2022,"North Carolina A&T",8,4,50
"1525",2022,"Pikeville",2,1,50
"1526",2022,"Sacramento State",16,8,50
"1527",2022,"South Alabama",10,5,50
"1528",2022,"South Carolina State",2,1,50
"1529",2022,"Southern Miss",24,12,50
"1530",2022,"Syracuse",4,2,50
"1531",2022,"Westminster (UT)",4,2,50
"1532",2023,"Anderson",2,1,50
"1533",2023,"Bradley",6,3,50
"1534",2023,"Colorado",12,6,50
"1535",2023,"Florida Gulf Coast",2,1,50
"1536",2023,"Jackson State",4,2,50
"1537",2023,"Kent State",18,9,50
"1538",2023,"Lafayette",4,2,50
"1539",2023,"Longwood",8,4,50
"1540",2023,"NW Nazarene",4,2,50
"1541",2023,"Northwestern",12,6,50
"1542",2023,"Ohio State",6,3,50
"1543",2023,"Queens University",2,1,50
"1544",2023,"Robert Morris",8,4,50
"1545",2023,"Rust College",2,1,50
"1546",2023,"Utah Tech",14,7,50
"1547",2023,"Virginia Tech",8,4,50
"1548",2024,"Alabama A&M",20,10,50
"1549",2024,"Cincinnati",4,2,50
"1550",2024,"Cornell",14,7,50
"1551",2024,"Dartmouth",12,6,50
"1552",2024,"Detroit Mercy",22,11,50
"1553",2024,"Fairfield",12,6,50
"1554",2024,"Georgia State",14,7,50
"1555",2024,"Hampton",6,3,50
"1556",2024,"Hope International",2,1,50
"1557",2024,"Indiana",10,5,50
"1558",2024,"La Salle",16,8,50
"1559",2024,"Niagara",18,9,50
"1560",2024,"Richmond",12,6,50
"1561",2024,"San José State",14,7,50
"1562",2024,"Siena",16,8,50
"1563",2024,"South Carolina",8,4,50
"1564",2024,"South Dakota State",6,3,50
"1565",2024,"UAlbany",12,6,50
"1566",2024,"UL Monroe",22,11,50
"1567",2024,"UT Arlington",14,7,50
"1568",2024,"Washington",18,9,50
"1569",2024,"Louisiana Tech",33,16,48.5
"1570",2022,"Utah State",31,15,48.4
"1571",2023,"Lehigh",25,12,48
"1572",2024,"Grambling",25,12,48
"1573",2023,"Bethune-Cookman",23,11,47.8
"1574",2024,"North Alabama",23,11,47.8
"1575",2023,"Cal State Northridge",21,10,47.6
"1576",2023,"Southern Illinois",21,10,47.6
"1577",2023,"St. Francis Brooklyn",21,10,47.6
"1578",2021,"Clemson",19,9,47.4
"1579",2021,"Florida International",19,9,47.4
"1580",2022,"SMU",19,9,47.4
"1581",2022,"St. Bonaventure",19,9,47.4
"1582",2022,"Western Kentucky",19,9,47.4
"1583",2023,"Arizona",19,9,47.4
"1584",2023,"La Salle",19,9,47.4
"1585",2024,"Rider",19,9,47.4
"1586",2024,"Vermont",19,9,47.4
"1587",2022,"UMBC",17,8,47.1
"1588",2024,"Drexel",17,8,47.1
"1589",2024,"Illinois State",17,8,47.1
"1590",2024,"Southern Indiana",17,8,47.1
"1591",2021,"Georgia Southern",15,7,46.7
"1592",2021,"UC Santa Barbara",15,7,46.7
"1593",2022,"Louisiana",15,7,46.7
"1594",2022,"Missouri",15,7,46.7
"1595",2022,"UT Arlington",15,7,46.7
"1596",2024,"Houston",15,7,46.7
"1597",2024,"Liberty",15,7,46.7
"1598",2024,"Tennessee State",30,14,46.7
"1599",2022,"Colgate",28,13,46.4
"1600",2023,"Miami (OH)",28,13,46.4
"1601",2021,"Cal State Fullerton",13,6,46.2
"1602",2021,"New Orleans",13,6,46.2
"1603",2022,"American University",13,6,46.2
"1604",2022,"Brown",13,6,46.2
"1605",2022,"Buffalo",26,12,46.2
"1606",2022,"Kentucky",13,6,46.2
"1607",2022,"Nevada",26,12,46.2
"1608",2022,"St. John's",26,12,46.2
"1609",2022,"Utah",13,6,46.2
"1610",2023,"Drake",13,6,46.2
"1611",2023,"Ohio",13,6,46.2
"1612",2023,"Providence",13,6,46.2
"1613",2024,"Boston College",13,6,46.2
"1614",2024,"Gardner-Webb",13,6,46.2
"1615",2024,"Lamar",13,6,46.2
"1616",2024,"Texas A&M-Corpus Christi",13,6,46.2
"1617",2021,"Southeast Missouri State",24,11,45.8
"1618",2022,"Hartford",24,11,45.8
"1619",2023,"North Dakota",24,11,45.8
"1620",2024,"Jacksonville",24,11,45.8
"1621",2021,"Colorado",11,5,45.5
"1622",2021,"Howard",11,5,45.5
"1623",2021,"Louisville",11,5,45.5
"1624",2021,"Ohio State",11,5,45.5
"1625",2021,"UIC",11,5,45.5
"1626",2021,"Wright State",22,10,45.5
"1627",2022,"Dayton",11,5,45.5
"1628",2022,"Georgetown",11,5,45.5
"1629",2022,"Maryland",11,5,45.5
"1630",2022,"Monmouth",22,10,45.5
"1631",2022,"Pennsylvania",11,5,45.5
"1632",2023,"Coastal Carolina",11,5,45.5
"1633",2023,"Creighton",22,10,45.5
"1634",2023,"Mississippi Valley State",11,5,45.5
"1635",2023,"South Dakota",22,10,45.5
"1636",2023,"Tulsa",11,5,45.5
"1637",2024,"Maine",11,5,45.5
"1638",2024,"Manhattan",22,10,45.5
"1639",2024,"Rhode Island",22,10,45.5
"1640",2024,"Stephen F. Austin",22,10,45.5
"1641",2024,"Western Illinois",11,5,45.5
"1642",2024,"Chattanooga",20,9,45
"1643",2024,"Miami (OH)",20,9,45
"1644",2024,"Texas A&M-Commerce",20,9,45
"1645",2021,"UTSA",9,4,44.4
"1646",2021,"Wagner",9,4,44.4
"1647",2022,"Cornell",9,4,44.4
"1648",2022,"Princeton",9,4,44.4
"1649",2022,"Rhode Island",9,4,44.4
"1650",2023,"Dartmouth",9,4,44.4
"1651",2023,"Georgia",9,4,44.4
"1652",2023,"St. John's",9,4,44.4
"1653",2023,"Texas A&M-Commerce",18,8,44.4
"1654",2024,"Colgate",27,12,44.4
"1655",2024,"Denver",9,4,44.4
"1656",2024,"New Hampshire",18,8,44.4
"1657",2024,"Notre Dame",18,8,44.4
"1658",2022,"Air Force",25,11,44
"1659",2024,"Fordham",25,11,44
"1660",2022,"UC Irvine",16,7,43.8
"1661",2022,"Valparaiso",16,7,43.8
"1662",2022,"Washington State",16,7,43.8
"1663",2023,"San Francisco",16,7,43.8
"1664",2024,"Kent State",16,7,43.8
"1665",2024,"Saint Mary's",16,7,43.8
"1666",2024,"Santa Clara",16,7,43.8
"1667",2021,"Miami (OH)",23,10,43.5
"1668",2022,"Binghamton",23,10,43.5
"1669",2024,"Incarnate Word",23,10,43.5
"1670",2024,"North Texas",23,10,43.5
"1671",2022,"Florida",30,13,43.3
"1672",2024,"Eastern Illinois",30,13,43.3
"1673",2021,"Cal Poly",21,9,42.9
"1674",2021,"Creighton",21,9,42.9
"1675",2021,"Hofstra",7,3,42.9
"1676",2021,"Idaho",7,3,42.9
"1677",2021,"Lehigh",7,3,42.9
"1678",2021,"Maryland",7,3,42.9
"1679",2021,"Morehead State",14,6,42.9
"1680",2021,"North Alabama",7,3,42.9
"1681",2021,"Northern Illinois",14,6,42.9
"1682",2021,"Northern Iowa",14,6,42.9
"1683",2021,"Robert Morris",7,3,42.9
"1684",2021,"St. Francis Brooklyn",14,6,42.9
"1685",2021,"Temple",7,3,42.9
"1686",2021,"Tulsa",7,3,42.9
"1687",2022,"Robert Morris",7,3,42.9
"1688",2022,"South Dakota",7,3,42.9
"1689",2023,"American University",21,9,42.9
"1690",2023,"Harvard",21,9,42.9
"1691",2023,"Long Island University",21,9,42.9
"1692",2023,"Memphis",21,9,42.9
"1693",2023,"NC State",7,3,42.9
"1694",2023,"Southern",14,6,42.9
"1695",2023,"Toledo",14,6,42.9
"1696",2024,"BYU",14,6,42.9
"1697",2024,"Bethune-Cookman",35,15,42.9
"1698",2024,"Buffalo",14,6,42.9
"1699",2024,"Central Michigan",21,9,42.9
"1700",2024,"Grand Canyon",28,12,42.9
"1701",2024,"Mercer",42,18,42.9
"1702",2024,"Missouri State",28,12,42.9
"1703",2022,"Manhattan",33,14,42.4
"1704",2023,"Monmouth",26,11,42.3
"1705",2023,"Portland State",26,11,42.3
"1706",2021,"Kansas City",19,8,42.1
"1707",2021,"Oakland",19,8,42.1
"1708",2021,"Villanova",19,8,42.1
"1709",2022,"Boston College",19,8,42.1
"1710",2022,"Marist",19,8,42.1
"1711",2022,"Oklahoma State",19,8,42.1
"1712",2022,"Saint Joseph's",19,8,42.1
"1713",2022,"St. Francis (PA)",19,8,42.1
"1714",2022,"UMass Lowell",19,8,42.1
"1715",2022,"UT Rio Grande Valley",19,8,42.1
"1716",2023,"Illinois State",19,8,42.1
"1717",2023,"Merrimack",19,8,42.1
"1718",2023,"Quinnipiac",19,8,42.1
"1719",2023,"UAB",19,8,42.1
"1720",2024,"Lafayette",19,8,42.1
"1721",2024,"Oakland",19,8,42.1
"1722",2024,"Omaha",19,8,42.1
"1723",2023,"Tennessee State",31,13,41.9
"1724",2021,"East Carolina",12,5,41.7
"1725",2021,"Longwood",12,5,41.7
"1726",2021,"NC State",12,5,41.7
"1727",2021,"North Dakota State",12,5,41.7
"1728",2021,"Oklahoma State",12,5,41.7
"1729",2022,"Cal Poly",12,5,41.7
"1730",2022,"Furman",12,5,41.7
"1731",2022,"North Carolina",12,5,41.7
"1732",2022,"Ohio",12,5,41.7
"1733",2022,"Radford",12,5,41.7
"1734",2022,"Saint Peter's",12,5,41.7
"1735",2023,"Appalachian State",24,10,41.7
"1736",2023,"Bryant",12,5,41.7
"1737",2023,"Butler",12,5,41.7
"1738",2023,"George Washington",12,5,41.7
"1739",2023,"Michigan",12,5,41.7
"1740",2023,"Northwestern State",12,5,41.7
"1741",2023,"SIU Edwardsville",12,5,41.7
"1742",2023,"Samford",24,10,41.7
"1743",2023,"Southeast Missouri State",12,5,41.7
"1744",2023,"Wagner",12,5,41.7
"1745",2024,"Army",12,5,41.7
"1746",2024,"Central Connecticut",24,10,41.7
"1747",2024,"James Madison",12,5,41.7
"1748",2024,"Maryland",12,5,41.7
"1749",2024,"Mississippi State",24,10,41.7
"1750",2024,"Norfolk State",12,5,41.7
"1751",2024,"North Carolina Central",12,5,41.7
"1752",2021,"Texas Tech",17,7,41.2
"1753",2022,"Bucknell",17,7,41.2
"1754",2022,"Duke",17,7,41.2
"1755",2022,"Miami (OH)",17,7,41.2
"1756",2022,"Mississippi Valley State",17,7,41.2
"1757",2022,"North Florida",17,7,41.2
"1758",2024,"Bellarmine",17,7,41.2
"1759",2024,"Washington State",17,7,41.2
"1760",2021,"Air Force",22,9,40.9
"1761",2021,"Duquesne",22,9,40.9
"1762",2021,"Loyola Chicago",22,9,40.9
"1763",2022,"Detroit Mercy",22,9,40.9
"1764",2022,"Oklahoma",22,9,40.9
"1765",2023,"Ball State",22,9,40.9
"1766",2023,"Southern Miss",22,9,40.9
"1767",2024,"Southern Utah",22,9,40.9
"1768",2024,"Texas State",22,9,40.9
"1769",2024,"Youngstown State",22,9,40.9
"1770",2024,"Monmouth",27,11,40.7
"1771",2024,"Nevada",32,13,40.6
"1772",2021,"Akron",5,2,40
"1773",2021,"Auburn",10,4,40
"1774",2021,"Boston College",10,4,40
"1775",2021,"Charlotte",30,12,40
"1776",2021,"Chattanooga",5,2,40
"1777",2021,"Lipscomb",5,2,40
"1778",2021,"Michigan",10,4,40
"1779",2021,"Omaha",10,4,40
"1780",2021,"SIU Edwardsville",5,2,40
"1781",2021,"San Diego",10,4,40
"1782",2021,"Tennessee Tech",10,4,40
"1783",2021,"Texas State",15,6,40
"1784",2021,"Troy",5,2,40
"1785",2021,"USC",10,4,40
"1786",2021,"Western Carolina",5,2,40
"1787",2022,"BYU",5,2,40
"1788",2022,"Louisiana Tech",25,10,40
"1789",2022,"Montana State",25,10,40
"1790",2022,"Penn State",10,4,40
"1791",2022,"Utah Tech",15,6,40
"1792",2022,"Vermont",20,8,40
"1793",2022,"Xavier",20,8,40
"1794",2023,"Binghamton",35,14,40
"1795",2023,"Denver",5,2,40
"1796",2023,"Fordham",45,18,40
"1797",2023,"Houston Christian",10,4,40
"1798",2023,"Kentucky",20,8,40
"1799",2023,"Lindenwood",10,4,40
"1800",2023,"Loyola Marymount",10,4,40
"1801",2023,"Ole Miss",20,8,40
"1802",2023,"Pepperdine",15,6,40
"1803",2023,"Richmond",15,6,40
"1804",2023,"Syracuse",5,2,40
"1805",2023,"Texas Tech",15,6,40
"1806",2023,"Troy",35,14,40
"1807",2024,"Alcorn State",15,6,40
"1808",2024,"Georgia Tech",25,10,40
"1809",2024,"Kansas State",25,10,40
"1810",2024,"Louisville",15,6,40
"1811",2024,"Missouri",15,6,40
"1812",2024,"Murray State",15,6,40
"1813",2024,"Ohio State",5,2,40
"1814",2024,"Rutgers",10,4,40
"1815",2024,"Saint Louis",20,8,40
"1816",2024,"Samford",10,4,40
"1817",2024,"Southern Illinois",30,12,40
"1818",2024,"Southern Miss",15,6,40
"1819",2024,"St. Thomas-Minnesota",15,6,40
"1820",2024,"TCU",10,4,40
"1821",2024,"UTEP",15,6,40
"1822",2024,"VCU",5,2,40
"1823",2021,"Washington State",33,13,39.4
"1824",2022,"Navy",33,13,39.4
"1825",2023,"Northern Illinois",28,11,39.3
"1826",2021,"Kansas",23,9,39.1
"1827",2022,"Loyola Marymount",23,9,39.1
"1828",2022,"Niagara",23,9,39.1
"1829",2022,"UC San Diego",23,9,39.1
"1830",2023,"Coppin State",23,9,39.1
"1831",2021,"Gardner-Webb",18,7,38.9
"1832",2021,"North Carolina",18,7,38.9
"1833",2021,"TCU",18,7,38.9
"1834",2021,"Texas A&M",18,7,38.9
"1835",2021,"Tulane",18,7,38.9
"1836",2021,"Wofford",18,7,38.9
"1837",2022,"Kent State",18,7,38.9
"1838",2023,"Detroit Mercy",18,7,38.9
"1839",2023,"Maryland",18,7,38.9
"1840",2023,"Middle Tennessee",18,7,38.9
"1841",2023,"Oral Roberts",18,7,38.9
"1842",2023,"UMBC",18,7,38.9
"1843",2023,"UT Martin",18,7,38.9
"1844",2024,"Florida State",18,7,38.9
"1845",2024,"Presbyterian",18,7,38.9
"1846",2024,"Virginia",18,7,38.9
"1847",2023,"Oklahoma State",31,12,38.7
"1848",2021,"Drake",13,5,38.5
"1849",2021,"Hampton",13,5,38.5
"1850",2021,"High Point",13,5,38.5
"1851",2021,"Nevada",13,5,38.5
"1852",2021,"Portland",13,5,38.5
"1853",2021,"Stony Brook",13,5,38.5
"1854",2022,"Boise State",26,10,38.5
"1855",2022,"Drake",13,5,38.5
"1856",2022,"Gardner-Webb",13,5,38.5
"1857",2022,"Maryland-Eastern Shore",13,5,38.5
"1858",2022,"Mississippi State",13,5,38.5
"1859",2022,"Portland",13,5,38.5
"1860",2022,"Portland State",13,5,38.5
"1861",2022,"South Florida",13,5,38.5
"1862",2022,"Southern",13,5,38.5
"1863",2023,"Florida",13,5,38.5
"1864",2023,"North Carolina A&T",13,5,38.5
"1865",2023,"UT Arlington",13,5,38.5
"1866",2024,"Bowling Green",13,5,38.5
"1867",2024,"East Carolina",13,5,38.5
"1868",2024,"Lipscomb",13,5,38.5
"1869",2024,"Massachusetts",13,5,38.5
"1870",2022,"Northern Colorado",34,13,38.2
"1871",2021,"San Diego State",21,8,38.1
"1872",2022,"Austin Peay",21,8,38.1
"1873",2022,"Providence",21,8,38.1
"1874",2023,"Grambling",21,8,38.1
"1875",2023,"Western Kentucky",21,8,38.1
"1876",2024,"Marist",42,16,38.1
"1877",2024,"New Mexico",21,8,38.1
"1878",2024,"UMBC",21,8,38.1
"1879",2024,"Boston University",29,11,37.9
"1880",2024,"Long Island University",29,11,37.9
"1881",2022,"Middle Tennessee",37,14,37.8
"1882",2021,"Gonzaga",16,6,37.5
"1883",2021,"Oregon State",8,3,37.5
"1884",2021,"Tarleton",8,3,37.5
"1885",2022,"Canisius",24,9,37.5
"1886",2022,"Hofstra",16,6,37.5
"1887",2022,"Holy Cross",16,6,37.5
"1888",2022,"Iowa State",8,3,37.5
"1889",2022,"Kansas",8,3,37.5
"1890",2022,"UCF",8,3,37.5
"1891",2023,"Alcorn State",8,3,37.5
"1892",2023,"Austin Peay",16,6,37.5
"1893",2023,"Cal Poly",16,6,37.5
"1894",2023,"Cleveland State",8,3,37.5
"1895",2023,"Colorado State",24,9,37.5
"1896",2023,"Illinois",16,6,37.5
"1897",2023,"New Orleans",32,12,37.5
"1898",2023,"Saint Louis",32,12,37.5
"1899",2023,"San Diego",24,9,37.5
"1900",2023,"St. Bonaventure",8,3,37.5
"1901",2023,"St. Francis (PA)",8,3,37.5
"1902",2023,"Utah",8,3,37.5
"1903",2024,"California",16,6,37.5
"1904",2024,"High Point",8,3,37.5
"1905",2023,"Elon",35,13,37.1
"1906",2022,"VCU",27,10,37
"1907",2023,"Southern Utah",27,10,37
"1908",2024,"Bryant",27,10,37
"1909",2024,"Florida A&M",27,10,37
"1910",2021,"Eastern Illinois",19,7,36.8
"1911",2021,"Nebraska",19,7,36.8
"1912",2022,"Cal State Northridge",19,7,36.8
"1913",2023,"Iowa State",19,7,36.8
"1914",2023,"UMass",19,7,36.8
"1915",2023,"Vermont",19,7,36.8
"1916",2024,"UCLA",19,7,36.8
"1917",2024,"Western Michigan",19,7,36.8
"1918",2021,"Fresno State",30,11,36.7
"1919",2024,"USC",30,11,36.7
"1920",2021,"Kennesaw State",11,4,36.4
"1921",2021,"Merrimack",11,4,36.4
"1922",2021,"Murray State",22,8,36.4
"1923",2021,"NJIT",11,4,36.4
"1924",2021,"Northeastern",11,4,36.4
"1925",2021,"Quinnipiac",22,8,36.4
"1926",2021,"St. Bonaventure",11,4,36.4
"1927",2021,"Xavier",11,4,36.4
"1928",2022,"Charlotte",22,8,36.4
"1929",2022,"DePaul",22,8,36.4
"1930",2022,"Jacksonville",11,4,36.4
"1931",2022,"LSU",22,8,36.4
"1932",2022,"Stetson",11,4,36.4
"1933",2022,"Temple",22,8,36.4
"1934",2022,"Texas",22,8,36.4
"1935",2022,"Wagner",11,4,36.4
"1936",2023,"Mississippi State",11,4,36.4
"1937",2023,"Mount St. Mary's",22,8,36.4
"1938",2023,"SE Louisiana",11,4,36.4
"1939",2024,"Delaware State",11,4,36.4
"1940",2024,"Gonzaga",11,4,36.4
"1941",2024,"IUPUI",22,8,36.4
"1942",2022,"Ball State",36,13,36.1
"1943",2022,"Long Beach State",25,9,36
"1944",2023,"Buffalo",25,9,36
"1945",2023,"Sam Houston",25,9,36
"1946",2024,"Idaho",25,9,36
"1947",2024,"Oregon State",25,9,36
"1948",2021,"Grambling",14,5,35.7
"1949",2021,"Marshall",14,5,35.7
"1950",2021,"Rutgers",14,5,35.7
"1951",2022,"Auburn",14,5,35.7
"1952",2022,"Michigan State",28,10,35.7
"1953",2022,"Omaha",14,5,35.7
"1954",2022,"Presbyterian",14,5,35.7
"1955",2022,"Troy",14,5,35.7
"1956",2023,"UNLV",14,5,35.7
"1957",2024,"East Tennessee State",14,5,35.7
"1958",2024,"Louisiana",28,10,35.7
"1959",2024,"Penn State",14,5,35.7
"1960",2024,"Syracuse",28,10,35.7
"1961",2024,"Texas Southern",14,5,35.7
"1962",2024,"Tulsa",14,5,35.7
"1963",2021,"Denver",17,6,35.3
"1964",2021,"Prairie View A&M",17,6,35.3
"1965",2021,"Tennessee",17,6,35.3
"1966",2022,"Fairleigh Dickinson",17,6,35.3
"1967",2022,"UC Riverside",17,6,35.3
"1968",2022,"Washington",17,6,35.3
"1969",2023,"Central Arkansas",17,6,35.3
"1970",2023,"Nebraska",17,6,35.3
"1971",2023,"Nevada",17,6,35.3
"1972",2023,"Tennessee",17,6,35.3
"1973",2023,"UC Irvine",34,12,35.3
"1974",2023,"UTSA",34,12,35.3
"1975",2023,"VCU",34,12,35.3
"1976",2023,"Yale",17,6,35.3
"1977",2024,"Hofstra",17,6,35.3
"1978",2024,"Longwood",17,6,35.3
"1979",2024,"UT Rio Grande Valley",17,6,35.3
"1980",2023,"Arizona State",20,7,35
"1981",2024,"Charleston",20,7,35
"1982",2024,"SMU",20,7,35
"1983",2024,"UC Riverside",20,7,35
"1984",2024,"Wake Forest",20,7,35
"1985",2022,"Alabama",23,8,34.8
"1986",2022,"Army",23,8,34.8
"1987",2022,"California",23,8,34.8
"1988",2022,"Oregon State",23,8,34.8
"1989",2022,"SE Louisiana",23,8,34.8
"1990",2022,"Wichita State",23,8,34.8
"1991",2023,"Princeton",23,8,34.8
"1992",2024,"Austin Peay",23,8,34.8
"1993",2024,"Central Arkansas",23,8,34.8
"1994",2024,"Illinois",23,8,34.8
"1995",2024,"SIU Edwardsville",23,8,34.8
"1996",2023,"UT Rio Grande Valley",26,9,34.6
"1997",2024,"Duquesne",26,9,34.6
"1998",2023,"UC Riverside",29,10,34.5
"1999",2023,"Fresno State",35,12,34.3
"2000",2021,"Arkansas",18,6,33.3
"2001",2021,"Ball State",15,5,33.3
"2002",2021,"Central Michigan",30,10,33.3
"2003",2021,"Coastal Carolina",9,3,33.3
"2004",2021,"Colorado State",12,4,33.3
"2005",2021,"Evansville",3,1,33.3
"2006",2021,"Georgia",21,7,33.3
"2007",2021,"Hartford",6,2,33.3
"2008",2021,"LSU",18,6,33.3
"2009",2021,"Marist",9,3,33.3
"2010",2021,"McNeese",6,2,33.3
"2011",2021,"Miami",9,3,33.3
