"","season","team","Clutch_Shots_Attempted","Clutch_Shots_Made","Clutch_FG_Percentage"
"693",2019,"UNC Wilmington",3,1,33.3
"694",2019,"UT Arlington",3,1,33.3
"695",2019,"Washington",18,6,33.3
"696",2020,"Akron",15,5,33.3
"697",2020,"BYU",15,5,33.3
"698",2020,"Belmont",15,5,33.3
"699",2020,"Bucknell",9,3,33.3
"700",2020,"Cal State Bakersfield",27,9,33.3
"701",2020,"Chattanooga",15,5,33.3
"702",2020,"Colgate",18,6,33.3
"703",2020,"Coppin State",9,3,33.3
"704",2020,"Fairfield",21,7,33.3
"705",2020,"Hampton",21,7,33.3
"706",2020,"Illinois",12,4,33.3
"707",2020,"Iona",18,6,33.3
"708",2020,"James Madison",15,5,33.3
"709",2020,"Kentucky",6,2,33.3
"710",2020,"Marian",3,1,33.3
"711",2020,"McNeese",6,2,33.3
"712",2020,"Memphis",18,6,33.3
"713",2020,"Oakland",9,3,33.3
"714",2020,"Ole Miss",15,5,33.3
"715",2020,"Oregon State",9,3,33.3
"716",2020,"Pepperdine",33,11,33.3
"717",2020,"Purdue",12,4,33.3
"718",2020,"SE Louisiana",15,5,33.3
"719",2020,"Santa Clara",27,9,33.3
"720",2020,"South Dakota State",6,2,33.3
"721",2020,"Southeast Missouri State",15,5,33.3
"722",2020,"Stephen F. Austin",6,2,33.3
"723",2020,"Stony Brook",24,8,33.3
"724",2020,"Tennessee",15,5,33.3
"725",2020,"Texas A&M-Corpus Christi",9,3,33.3
"726",2020,"UMBC",18,6,33.3
"727",2020,"UTSA",9,3,33.3
"728",2020,"Winthrop",27,9,33.3
"729",2020,"Wisconsin",12,4,33.3
"730",2020,"Wright State",18,6,33.3
"731",2020,"UC Santa Barbara",37,12,32.4
"732",2019,"Nebraska",31,10,32.3
"733",2020,"Long Island University",28,9,32.1
"734",2020,"UAB",28,9,32.1
"735",2017,"Alabama",25,8,32
"736",2020,"Idaho",25,8,32
"737",2020,"Southern Illinois",22,7,31.8
"738",2016,"Kansas",19,6,31.6
"739",2020,"Saint Joseph's",19,6,31.6
"740",2020,"Washington",19,6,31.6
"741",2019,"Kentucky",35,11,31.4
"742",2017,"USC",16,5,31.2
"743",2019,"Virginia",16,5,31.2
"744",2020,"Morgan State",16,5,31.2
"745",2020,"Northeastern",16,5,31.2
"746",2020,"UNC Asheville",16,5,31.2
"747",2017,"Kansas",29,9,31
"748",2016,"California",39,12,30.8
"749",2016,"Western Kentucky",13,4,30.8
"750",2017,"Indiana",13,4,30.8
"751",2017,"SMU",13,4,30.8
"752",2018,"Florida",26,8,30.8
"753",2018,"Virginia",13,4,30.8
"754",2019,"Gonzaga",13,4,30.8
"755",2019,"Tennessee",13,4,30.8
"756",2020,"Kent State",26,8,30.8
"757",2020,"LSU",26,8,30.8
"758",2020,"Louisiana",13,4,30.8
"759",2020,"North Florida",13,4,30.8
"760",2020,"Saint Mary's",26,8,30.8
"761",2020,"UCLA",26,8,30.8
"762",2016,"Stanford",23,7,30.4
"763",2020,"Cal State Fullerton",23,7,30.4
"764",2020,"Saint Louis",23,7,30.4
"765",2020,"Nevada",33,10,30.3
"766",2017,"Long Beach State",10,3,30
"767",2017,"Villanova",10,3,30
"768",2017,"West Virginia",10,3,30
"769",2018,"Ohio State",10,3,30
"770",2018,"Southeast Missouri State",10,3,30
"771",2019,"Alabama",20,6,30
"772",2019,"Kansas",20,6,30
"773",2019,"Minnesota",10,3,30
"774",2020,"Cal Poly",20,6,30
"775",2020,"Eastern Kentucky",20,6,30
"776",2020,"Incarnate Word",20,6,30
"777",2020,"La Salle",30,9,30
"778",2020,"Louisiana Tech",20,6,30
"779",2020,"Pacific",30,9,30
"780",2020,"Rutgers",20,6,30
"781",2018,"Penn State",27,8,29.6
"782",2019,"LSU",17,5,29.4
"783",2020,"Nebraska",17,5,29.4
"784",2020,"Notre Dame",17,5,29.4
"785",2020,"Wake Forest",17,5,29.4
"786",2020,"Wyoming",17,5,29.4
"787",2017,"Wake Forest",24,7,29.2
"788",2020,"Charleston",24,7,29.2
"789",2017,"Michigan State",31,9,29
"790",2016,"Creighton",7,2,28.6
"791",2016,"Eastern Michigan",7,2,28.6
"792",2016,"Navy",7,2,28.6
"793",2016,"Ohio",7,2,28.6
"794",2016,"Oklahoma",7,2,28.6
"795",2016,"Penn State",21,6,28.6
"796",2016,"UTEP",7,2,28.6
"797",2017,"Boston College",14,4,28.6
"798",2017,"Illinois",14,4,28.6
"799",2017,"Nevada",7,2,28.6
"800",2017,"Vanderbilt",21,6,28.6
"801",2018,"Butler",7,2,28.6
"802",2018,"NC State",7,2,28.6
"803",2018,"Saint Mary's",7,2,28.6
"804",2018,"Tulane",7,2,28.6
"805",2019,"California",28,8,28.6
"806",2019,"Iowa",7,2,28.6
"807",2019,"Vanderbilt",14,4,28.6
"808",2020,"Abilene Christian",14,4,28.6
"809",2020,"Bethune-Cookman",7,2,28.6
"810",2020,"Boston University",14,4,28.6
"811",2020,"Eastern Michigan",21,6,28.6
"812",2020,"Evansville",7,2,28.6
"813",2020,"Florida",7,2,28.6
"814",2020,"Georgetown",21,6,28.6
"815",2020,"Idaho State",14,4,28.6
"816",2020,"Kansas State",28,8,28.6
"817",2020,"Milwaukee",7,2,28.6
"818",2020,"North Alabama",14,4,28.6
"819",2020,"Portland",28,8,28.6
"820",2020,"Stetson",14,4,28.6
"821",2020,"UC Davis",21,6,28.6
"822",2020,"UT Martin",21,6,28.6
"823",2020,"Colorado State",39,11,28.2
"824",2016,"Louisville",25,7,28
"825",2019,"Purdue",25,7,28
"826",2017,"Oklahoma",18,5,27.8
"827",2019,"Clemson",18,5,27.8
"828",2019,"Georgia",18,5,27.8
"829",2020,"Old Dominion",18,5,27.8
"830",2020,"Rhode Island",18,5,27.8
"831",2020,"Texas A&M",18,5,27.8
"832",2020,"UNC Wilmington",18,5,27.8
"833",2020,"Wichita State",18,5,27.8
"834",2016,"Arizona",11,3,27.3
"835",2016,"Iowa State",22,6,27.3
"836",2016,"Washington",22,6,27.3
"837",2017,"Colorado",22,6,27.3
"838",2017,"Texas",11,3,27.3
"839",2018,"Troy",11,3,27.3
"840",2019,"Saint Mary's",11,3,27.3
"841",2020,"Arkansas-Pine Bluff",11,3,27.3
"842",2020,"Austin Peay",22,6,27.3
"843",2020,"Bryant",11,3,27.3
"844",2020,"Cleveland State",11,3,27.3
"845",2020,"Hartford",11,3,27.3
"846",2020,"Hofstra",11,3,27.3
"847",2020,"Holy Cross",11,3,27.3
"848",2020,"Sacramento State",22,6,27.3
"849",2020,"Texas Tech",22,6,27.3
"850",2020,"Vermont",22,6,27.3
"851",2016,"Washington State",26,7,26.9
"852",2020,"Southern Utah",26,7,26.9
"853",2018,"Kansas",15,4,26.7
"854",2018,"Kentucky",15,4,26.7
"855",2018,"Wisconsin",15,4,26.7
"856",2019,"Georgia Tech",15,4,26.7
"857",2019,"Texas Tech",30,8,26.7
"858",2020,"Indiana",15,4,26.7
"859",2020,"Michigan",15,4,26.7
"860",2020,"Montana State",15,4,26.7
"861",2020,"Northern Arizona",30,8,26.7
"862",2020,"Northern Colorado",15,4,26.7
"863",2020,"Seton Hall",15,4,26.7
"864",2020,"Towson",15,4,26.7
"865",2016,"Syracuse",19,5,26.3
"866",2020,"Charlotte",19,5,26.3
"867",2020,"Loyola Marymount",19,5,26.3
"868",2020,"Oklahoma State",19,5,26.3
"869",2019,"UCLA",42,11,26.2
"870",2017,"Georgia",23,6,26.1
"871",2020,"Central Michigan",23,6,26.1
"872",2020,"North Texas",23,6,26.1
"873",2020,"Ohio",23,6,26.1
"874",2020,"Niagara",27,7,25.9
"875",2020,"San Diego State",31,8,25.8
"876",2020,"Arizona State",35,9,25.7
"877",2015,"Mississippi State",4,1,25
"878",2015,"Rutgers",4,1,25
"879",2016,"Arizona State",20,5,25
"880",2016,"Canisius",4,1,25
"881",2016,"Indiana State",4,1,25
"882",2016,"Little Rock",4,1,25
"883",2016,"Memphis",8,2,25
"884",2016,"North Carolina",28,7,25
"885",2016,"North Dakota",4,1,25
"886",2016,"South Dakota State",4,1,25
"887",2016,"Southeast Missouri State",4,1,25
"888",2016,"Southern",4,1,25
"889",2016,"TCU",4,1,25
"890",2016,"Wright State",4,1,25
"891",2017,"Furman",8,2,25
"892",2017,"Georgia State",4,1,25
"893",2017,"Grambling",4,1,25
"894",2017,"North Dakota",8,2,25
"895",2017,"Notre Dame",8,2,25
"896",2017,"SIU Edwardsville",4,1,25
"897",2018,"Duquesne",4,1,25
"898",2018,"Georgia",16,4,25
"899",2018,"Louisiana",4,1,25
"900",2018,"Milwaukee",4,1,25
"901",2018,"Missouri",8,2,25
"902",2018,"St. John's",4,1,25
"903",2018,"Stetson",4,1,25
"904",2018,"UC Davis",4,1,25
"905",2018,"UCF",4,1,25
"906",2018,"USC",20,5,25
"907",2018,"UT Arlington",4,1,25
"908",2018,"Villanova",4,1,25
"909",2018,"Wake Forest",24,6,25
"910",2018,"Washington State",28,7,25
"911",2019,"Butler",4,1,25
"912",2019,"Campbell",4,1,25
"913",2019,"Florida",16,4,25
"914",2019,"Indiana",36,9,25
"915",2019,"Kennesaw State",8,2,25
"916",2019,"North Alabama",8,2,25
"917",2019,"Providence",4,1,25
"918",2019,"SMU",8,2,25
"919",2019,"San Diego State",8,2,25
"920",2019,"Texas A&M-Corpus Christi",4,1,25
"921",2019,"Xavier",4,1,25
"922",2020,"American University",16,4,25
"923",2020,"Campbell",20,5,25
"924",2020,"Chicago State",4,1,25
"925",2020,"Creighton",16,4,25
"926",2020,"East Carolina",20,5,25
"927",2020,"Florida International",20,5,25
"928",2020,"Gonzaga",12,3,25
"929",2020,"Harvard",16,4,25
"930",2020,"Indiana State",8,2,25
"931",2020,"Liberty",16,4,25
"932",2020,"Mississippi State",8,2,25
"933",2020,"Navy",16,4,25
"934",2020,"New Mexico",40,10,25
"935",2020,"Northwestern State",12,3,25
"936",2020,"UTEP",16,4,25
"937",2020,"Western Michigan",20,5,25
"938",2020,"Youngstown State",24,6,25
"939",2020,"Longwood",33,8,24.2
"940",2019,"Virginia Tech",29,7,24.1
"941",2020,"Denver",29,7,24.1
"942",2020,"Delaware",25,6,24
"943",2020,"Butler",21,5,23.8
"944",2020,"California",21,5,23.8
"945",2020,"Robert Morris",21,5,23.8
"946",2017,"California",17,4,23.5
"947",2017,"South Florida",17,4,23.5
"948",2020,"Arizona",17,4,23.5
"949",2020,"Arkansas",17,4,23.5
"950",2020,"Fordham",17,4,23.5
"951",2020,"Loyola Maryland",17,4,23.5
"952",2020,"New Mexico State",34,8,23.5
"953",2016,"Alabama",13,3,23.1
"954",2016,"West Virginia",13,3,23.1
"955",2017,"Oklahoma State",13,3,23.1
"956",2018,"Louisiana Tech",13,3,23.1
"957",2018,"Marquette",13,3,23.1
"958",2019,"Iowa State",13,3,23.1
"959",2020,"Alcorn State",13,3,23.1
"960",2020,"Siena",13,3,23.1
"961",2020,"Xavier",26,6,23.1
"962",2020,"Buffalo",22,5,22.7
"963",2020,"Cincinnati",22,5,22.7
"964",2020,"Georgia Tech",22,5,22.7
"965",2020,"Manhattan",22,5,22.7
"966",2016,"Albany",9,2,22.2
"967",2016,"Auburn",18,4,22.2
"968",2016,"Colorado State",9,2,22.2
"969",2017,"Drake",9,2,22.2
"970",2017,"Eastern Washington",9,2,22.2
"971",2017,"Iowa State",18,4,22.2
"972",2017,"Ohio State",9,2,22.2
"973",2018,"Georgia Tech",18,4,22.2
"974",2018,"Purdue",18,4,22.2
"975",2018,"Weber State",9,2,22.2
"976",2019,"Ole Miss",9,2,22.2
"977",2020,"Fairleigh Dickinson",18,4,22.2
"978",2020,"George Washington",18,4,22.2
"979",2020,"Omaha",18,4,22.2
"980",2020,"Rice",9,2,22.2
"981",2020,"Texas Southern",9,2,22.2
"982",2020,"Ohio State",23,5,21.7
"983",2020,"Samford",23,5,21.7
"984",2016,"Miami",14,3,21.4
"985",2016,"Oklahoma State",14,3,21.4
"986",2016,"Pittsburgh",14,3,21.4
"987",2017,"Kansas State",14,3,21.4
"988",2017,"Michigan",14,3,21.4
"989",2018,"California",14,3,21.4
"990",2018,"Duke",14,3,21.4
"991",2020,"Merrimack",14,3,21.4
"992",2016,"Vanderbilt",19,4,21.1
"993",2020,"Central Connecticut",19,4,21.1
"994",2020,"Georgia State",19,4,21.1
"995",2020,"UT Rio Grande Valley",19,4,21.1
"996",2017,"Iowa",24,5,20.8
"997",2020,"UNLV",29,6,20.7
"998",2015,"Purdue",5,1,20
"999",2016,"Ball State",5,1,20
"1000",2016,"East Carolina",5,1,20
"1001",2016,"Fordham",5,1,20
"1002",2016,"Lamar",10,2,20
"1003",2016,"Middle Tennessee",5,1,20
"1004",2016,"Ole Miss",15,3,20
"1005",2016,"Prairie View A&M",5,1,20
"1006",2017,"Cal State Bakersfield",5,1,20
"1007",2017,"Northern Iowa",10,2,20
"1008",2017,"Rice",5,1,20
"1009",2017,"San Diego",5,1,20
"1010",2017,"UNC Asheville",5,1,20
"1011",2018,"DePaul",10,2,20
"1012",2018,"Maryland",10,2,20
"1013",2018,"Notre Dame",5,1,20
"1014",2018,"Pittsburgh",10,2,20
"1015",2018,"SMU",5,1,20
"1016",2018,"Texas State",5,1,20
"1017",2019,"Arizona",20,4,20
"1018",2019,"Drexel",5,1,20
"1019",2019,"Furman",5,1,20
"1020",2019,"Idaho State",5,1,20
"1021",2019,"Marquette",10,2,20
"1022",2019,"Northeastern",5,1,20
"1023",2019,"South Carolina",20,4,20
"1024",2019,"Wyoming",5,1,20
"1025",2020,"Bradley",5,1,20
"1026",2020,"Dartmouth",5,1,20
"1027",2020,"Florida State",15,3,20
"1028",2020,"Howard",5,1,20
"1029",2020,"Little Rock",5,1,20
"1030",2020,"Long Beach State",20,4,20
"1031",2020,"Pennsylvania",5,1,20
"1032",2020,"South Carolina Upstate",10,2,20
"1033",2020,"Weber State",5,1,20
"1034",2020,"William & Mary",5,1,20
"1035",2016,"NC State",21,4,19
"1036",2020,"Houston",21,4,19
"1037",2020,"Kansas City",21,4,19
"1038",2016,"Michigan",16,3,18.8
"1039",2018,"Iowa State",32,6,18.8
"1040",2018,"Oregon State",16,3,18.8
"1041",2020,"Drake",16,3,18.8
"1042",2020,"San Francisco",16,3,18.8
"1043",2020,"Temple",27,5,18.5
"1044",2017,"Green Bay",11,2,18.2
"1045",2017,"Marshall",11,2,18.2
"1046",2017,"Utah",11,2,18.2
"1047",2018,"Wright State",11,2,18.2
"1048",2019,"Green Bay",11,2,18.2
"1049",2019,"Stanford",11,2,18.2
"1050",2020,"Delaware State",11,2,18.2
"1051",2020,"St. Francis Brooklyn",11,2,18.2
"1052",2020,"St. John's",33,6,18.2
"1053",2020,"UNC Greensboro",11,2,18.2
"1054",2020,"Virginia Tech",22,4,18.2
"1055",2020,"Yale",11,2,18.2
"1056",2017,"NC State",17,3,17.6
"1057",2020,"Eastern Washington",17,3,17.6
"1058",2020,"Nicholls",17,3,17.6
"1059",2019,"Penn State",23,4,17.4
"1060",2019,"Texas A&M",23,4,17.4
"1061",2020,"Marshall",23,4,17.4
"1062",2017,"Washington State",29,5,17.2
"1063",2016,"Buffalo",6,1,16.7
"1064",2016,"Clemson",6,1,16.7
"1065",2016,"Dayton",6,1,16.7
"1066",2016,"Duquesne",6,1,16.7
"1067",2016,"Notre Dame",6,1,16.7
"1068",2016,"South Dakota",12,2,16.7
"1069",2016,"Tulane",6,1,16.7
"1070",2016,"UNC Asheville",6,1,16.7
"1071",2017,"Tulsa",6,1,16.7
"1072",2018,"Chattanooga",6,1,16.7
"1073",2018,"Navy",6,1,16.7
"1074",2018,"Providence",6,1,16.7
"1075",2019,"Kansas State",6,1,16.7
"1076",2019,"New Mexico State",6,1,16.7
"1077",2019,"Sam Houston",6,1,16.7
"1078",2019,"South Florida",12,2,16.7
"1079",2019,"St. John's",6,1,16.7
"1080",2019,"Villanova",6,1,16.7
"1081",2020,"Eastern Illinois",18,3,16.7
"1082",2020,"Sacred Heart",6,1,16.7
"1083",2020,"Sam Houston",12,2,16.7
"1084",2016,"Tennessee",25,4,16
"1085",2020,"Florida Atlantic",25,4,16
"1086",2018,"UCLA",13,2,15.4
"1087",2019,"Houston",13,2,15.4
"1088",2020,"Tennessee Tech",13,2,15.4
"1089",2020,"Western Carolina",13,2,15.4
"1090",2020,"New Orleans",20,3,15
"1091",2016,"Illinois",14,2,14.3
"1092",2017,"George Washington",7,1,14.3
"1093",2017,"Texas State",7,1,14.3
"1094",2017,"Washington",7,1,14.3
"1095",2019,"South Dakota State",7,1,14.3
"1096",2019,"Southern Miss",7,1,14.3
"1097",2020,"Detroit Mercy",7,1,14.3
"1098",2020,"Furman",7,1,14.3
"1099",2020,"Gardner-Webb",21,3,14.3
"1100",2020,"North Carolina A&T",7,1,14.3
"1101",2020,"Quinnipiac",14,2,14.3
"1102",2017,"LSU",29,4,13.8
"1103",2020,"IUPUI",22,3,13.6
"1104",2020,"Jacksonville State",22,3,13.6
"1105",2019,"Washington State",15,2,13.3
"1106",2020,"Portland State",15,2,13.3
"1107",2020,"Texas",15,2,13.3
"1108",2016,"UT Martin",8,1,12.5
"1109",2017,"Syracuse",8,1,12.5
"1110",2017,"Wright State",8,1,12.5
"1111",2018,"Harvard",8,1,12.5
"1112",2018,"North Texas",8,1,12.5
"1113",2018,"Saint Louis",8,1,12.5
"1114",2018,"Seattle U",8,1,12.5
"1115",2019,"TCU",16,2,12.5
"1116",2020,"UT Arlington",8,1,12.5
"1117",2020,"Western Kentucky",16,2,12.5
"1118",2020,"Auburn",25,3,12
"1119",2016,"Virginia",9,1,11.1
"1120",2017,"Canisius",9,1,11.1
"1121",2018,"Nevada",9,1,11.1
"1122",2020,"Missouri State",9,1,11.1
"1123",2020,"Norfolk State",27,3,11.1
"1124",2020,"Radford",9,1,11.1
"1125",2017,"Louisville",19,2,10.5
"1126",2020,"Vanderbilt",19,2,10.5
"1127",2018,"Auburn",10,1,10
"1128",2020,"Charleston Southern",20,2,10
"1129",2020,"Louisville",10,1,10
"1130",2020,"St. Bonaventure",20,2,10
"1131",2017,"Middle Tennessee",11,1,9.1
"1132",2020,"UCF",13,1,7.7
"1133",2016,"George Washington",14,1,7.1
"1134",2016,"Wake Forest",14,1,7.1
"1135",2017,"Purdue",14,1,7.1
"1136",2020,"Georgia Southern",14,1,7.1
"1137",2016,"Georgia Tech",15,1,6.7
"1138",2016,"Michigan State",15,1,6.7
"1139",2018,"Arizona",17,1,5.9
"1140",2020,"Albany",18,1,5.6
"1141",2020,"SMU",20,1,5
"1142",2020,"Drexel",23,1,4.3
"1143",2015,"Arizona State",1,0,0
"1144",2015,"Colorado",2,0,0
"1145",2015,"DePaul",3,0,0
"1146",2015,"Ohio State",1,0,0
"1147",2015,"Oklahoma",2,0,0
"1148",2015,"Oregon",1,0,0
"1149",2015,"USC",3,0,0
"1150",2016,"Alcorn State",3,0,0
"1151",2016,"Arkansas State",7,0,0
"1152",2016,"BYU",6,0,0
"1153",2016,"Bradley",2,0,0
"1154",2016,"Cal Poly",1,0,0
"1155",2016,"Central Arkansas",2,0,0
"1156",2016,"Charleston",4,0,0
"1157",2016,"Coppin State",1,0,0
"1158",2016,"Dartmouth",2,0,0
"1159",2016,"Drake",8,0,0
"1160",2016,"Elon",5,0,0
"1161",2016,"Fresno State",3,0,0
"1162",2016,"Gonzaga",5,0,0
"1163",2016,"Grambling",1,0,0
"1164",2016,"Grand Canyon",2,0,0
"1165",2016,"Hampton",2,0,0
"1166",2016,"Houston Christian",2,0,0
"1167",2016,"Illinois State",4,0,0
"1168",2016,"Iona",2,0,0
"1169",2016,"Louisiana Tech",5,0,0
"1170",2016,"Marist",1,0,0
"1171",2016,"Missouri State",1,0,0
"1172",2016,"Montana",1,0,0
"1173",2016,"Morgan State",1,0,0
"1174",2016,"Murray State",2,0,0
"1175",2016,"Oakland",3,0,0
"1176",2016,"Oregon State",11,0,0
"1177",2016,"Presbyterian",1,0,0
"1178",2016,"Rice",3,0,0
"1179",2016,"Robert Morris",1,0,0
"1180",2016,"Sacred Heart",2,0,0
"1181",2016,"Samford",5,0,0
"1182",2016,"San Diego State",1,0,0
"1183",2016,"Santa Clara",1,0,0
"1184",2016,"Savannah State",2,0,0
"1185",2016,"Siena",2,0,0
"1186",2016,"South Carolina State",2,0,0
"1187",2016,"Southern Miss",4,0,0
"1188",2016,"Stony Brook",4,0,0
"1189",2016,"UAB",3,0,0
"1190",2016,"UC Riverside",1,0,0
"1191",2016,"UL Monroe",2,0,0
"1192",2016,"UNC Wilmington",2,0,0
"1193",2016,"UT Rio Grande Valley",10,0,0
"1194",2016,"Utah State",3,0,0
"1195",2016,"Villanova",2,0,0
"1196",2016,"Western Michigan",2,0,0
"1197",2016,"Wichita State",2,0,0
"1198",2016,"William & Mary",4,0,0
"1199",2016,"Youngstown State",3,0,0
"1200",2017,"Air Force",1,0,0
"1201",2017,"Albany",1,0,0
"1202",2017,"Arkansas-Pine Bluff",1,0,0
"1203",2017,"Bryant",1,0,0
"1204",2017,"Bucknell",4,0,0
"1205",2017,"Cal State Northridge",2,0,0
"1206",2017,"Central Michigan",3,0,0
"1207",2017,"Charleston",4,0,0
"1208",2017,"Charleston Southern",4,0,0
"1209",2017,"Cincinnati",3,0,0
"1210",2017,"Dayton",2,0,0
"1211",2017,"East Tennessee State",3,0,0
"1212",2017,"Gardner-Webb",1,0,0
"1213",2017,"Harvard",3,0,0
"1214",2017,"Iona",3,0,0
"1215",2017,"Jacksonville State",1,0,0
"1216",2017,"Kansas City",1,0,0
"1217",2017,"Kennesaw State",3,0,0
"1218",2017,"Kent State",3,0,0
"1219",2017,"Liberty",1,0,0
"1220",2017,"Loyola Marymount",2,0,0
"1221",2017,"Maryland",1,0,0
"1222",2017,"McNeese",2,0,0
"1223",2017,"Miami (OH)",4,0,0
"1224",2017,"Northern Colorado",1,0,0
"1225",2017,"Northern Illinois",2,0,0
"1226",2017,"Ohio",3,0,0
"1227",2017,"Portland State",2,0,0
"1228",2017,"Presbyterian",1,0,0
"1229",2017,"Princeton",1,0,0
"1230",2017,"Radford",1,0,0
"1231",2017,"Richmond",2,0,0
"1232",2017,"Sacramento State",2,0,0
"1233",2017,"Saint Mary's",4,0,0
"1234",2017,"Samford",2,0,0
"1235",2017,"Santa Clara",2,0,0
"1236",2017,"Seattle U",2,0,0
"1237",2017,"St. Bonaventure",1,0,0
"1238",2017,"Stetson",2,0,0
"1239",2017,"UAB",5,0,0
"1240",2017,"UNLV",4,0,0
"1241",2017,"UT Rio Grande Valley",1,0,0
"1242",2018,"Ball State",4,0,0
"1243",2018,"Baylor",1,0,0
"1244",2018,"Binghamton",2,0,0
"1245",2018,"Boise State",6,0,0
"1246",2018,"Bucknell",1,0,0
"1247",2018,"Buffalo",1,0,0
"1248",2018,"Cal State Bakersfield",2,0,0
"1249",2018,"Campbell",2,0,0
"1250",2018,"Canisius",2,0,0
"1251",2018,"Central Connecticut",1,0,0
"1252",2018,"Cincinnati",1,0,0
"1253",2018,"Coppin State",1,0,0
"1254",2018,"Creighton",1,0,0
"1255",2018,"Detroit Mercy",1,0,0
"1256",2018,"Florida A&M",7,0,0
"1257",2018,"Florida Gulf Coast",1,0,0
"1258",2018,"Florida International",2,0,0
"1259",2018,"Fresno State",1,0,0
"1260",2018,"Gardner-Webb",2,0,0
"1261",2018,"Georgia Southern",2,0,0
"1262",2018,"Grambling",1,0,0
"1263",2018,"Grand Canyon",2,0,0
"1264",2018,"Hofstra",1,0,0
"1265",2018,"Indiana State",5,0,0
"1266",2018,"Jackson State",3,0,0
"1267",2018,"Lehigh",1,0,0
"1268",2018,"Little Rock",3,0,0
"1269",2018,"Marist",1,0,0
"1270",2018,"Miami (OH)",6,0,0
"1271",2018,"Mississippi State",1,0,0
"1272",2018,"New Hampshire",4,0,0
"1273",2018,"Nicholls",1,0,0
"1274",2018,"Norfolk State",2,0,0
"1275",2018,"Northern Colorado",2,0,0
"1276",2018,"Northern Illinois",1,0,0
"1277",2018,"Oakland",1,0,0
"1278",2018,"Ohio",3,0,0
"1279",2018,"Old Dominion",1,0,0
"1280",2018,"Oral Roberts",1,0,0
"1281",2018,"Quinnipiac",2,0,0
"1282",2018,"Radford",1,0,0
"1283",2018,"Richmond",5,0,0
"1284",2018,"Robert Morris",1,0,0
"1285",2018,"Samford",2,0,0
"1286",2018,"San Diego State",4,0,0
"1287",2018,"South Dakota State",2,0,0
"1288",2018,"Southern Illinois",3,0,0
"1289",2018,"St. Bonaventure",1,0,0
"1290",2018,"St. Francis Brooklyn",1,0,0
"1291",2018,"Temple",4,0,0
"1292",2018,"UC Irvine",1,0,0
"1293",2018,"UC Riverside",3,0,0
"1294",2018,"UNC Asheville",1,0,0
"1295",2018,"Valparaiso",2,0,0
"1296",2018,"Western Illinois",5,0,0
"1297",2018,"Western Michigan",1,0,0
"1298",2018,"Wyoming",2,0,0
"1299",2018,"Xavier",3,0,0
"1300",2018,"Youngstown State",2,0,0
"1301",2019,"Abilene Christian",2,0,0
"1302",2019,"Baylor",1,0,0
"1303",2019,"Belmont",3,0,0
"1304",2019,"Bethune-Cookman",1,0,0
"1305",2019,"Binghamton",3,0,0
"1306",2019,"Boise State",3,0,0
"1307",2019,"Bradley",1,0,0
"1308",2019,"Central Arkansas",1,0,0
"1309",2019,"Charleston Southern",1,0,0
"1310",2019,"Chattanooga",1,0,0
"1311",2019,"Coppin State",1,0,0
"1312",2019,"Davidson",5,0,0
"1313",2019,"Dayton",3,0,0
"1314",2019,"DePaul",8,0,0
"1315",2019,"Denver",1,0,0
"1316",2019,"Drake",1,0,0
"1317",2019,"Duquesne",1,0,0
"1318",2019,"Fairfield",2,0,0
"1319",2019,"Georgia State",2,0,0
"1320",2019,"Grambling",2,0,0
"1321",2019,"Hartford",2,0,0
"1322",2019,"Hofstra",2,0,0
"1323",2019,"Houston Christian",1,0,0
"1324",2019,"Illinois State",1,0,0
"1325",2019,"Indiana State",2,0,0
"1326",2019,"Jackson State",6,0,0
"1327",2019,"James Madison",4,0,0
"1328",2019,"Kent State",1,0,0
"1329",2019,"Longwood",2,0,0
"1330",2019,"Louisiana Tech",2,0,0
"1331",2019,"Loyola Marymount",2,0,0
"1332",2019,"Marshall",3,0,0
"1333",2019,"Miami (OH)",1,0,0
"1334",2019,"Monmouth",1,0,0
"1335",2019,"Morehead State",3,0,0
"1336",2019,"Morgan State",1,0,0
"1337",2019,"NJIT",2,0,0
"1338",2019,"Nevada",3,0,0
"1339",2019,"Nicholls",1,0,0
"1340",2019,"North Florida",2,0,0
"1341",2019,"North Texas",4,0,0
"1342",2019,"Northern Illinois",1,0,0
"1343",2019,"Ohio",2,0,0
"1344",2019,"Pacific",2,0,0
"1345",2019,"Portland",5,0,0
"1346",2019,"Princeton",2,0,0
"1347",2019,"Quinnipiac",3,0,0
"1348",2019,"Robert Morris",1,0,0
"1349",2019,"Seattle U",4,0,0
"1350",2019,"South Dakota",4,0,0
"1351",2019,"St. Francis (PA)",3,0,0
"1352",2019,"St. Francis Brooklyn",1,0,0
"1353",2019,"Stetson",2,0,0
"1354",2019,"Temple",3,0,0
"1355",2019,"Tennessee Tech",1,0,0
"1356",2019,"Tulane",1,0,0
"1357",2019,"UC Irvine",2,0,0
"1358",2019,"UC Riverside",1,0,0
"1359",2019,"UCF",1,0,0
"1360",2019,"UMass",2,0,0
"1361",2019,"UT Rio Grande Valley",4,0,0
"1362",2019,"Utah State",4,0,0
"1363",2019,"Wake Forest",4,0,0
"1364",2019,"Youngstown State",2,0,0
"1365",2020,"Florida A&M",1,0,0
"1366",2020,"High Point",7,0,0
"1367",2020,"Marist",7,0,0
"1368",2020,"Quincy",2,0,0
"1369",2020,"Southern",8,0,0
